endpoint	TP	FN	TN	FP	sensitivity_pct	specificity_pct	PPV_pct	NPV_pct	accuracy_pct	balanced_accuracy_pct
CNLOH_ONLY	3	18	11	5	14.2857142857143	68.75	37.5	37.9310344827586	37.8378378378378	41.5178571428571
CNLOH_OR_HEMIZYGOUS_DEL	21	0	4	12	100	25	63.6363636363636	100	67.5675675675676	62.5
