numbat_version	selected_consensus_file	selected_iteration	truth_file	truth_threshold	call_threshold	posterior_threshold	arm_annotation	final_state_rule	cnloh_segment_rule	loh_or_del_segment_rule	arm_call_rule	truth_filter	consensus_scope
1.4.2	/w/c1_loh/segs_consensus_2.tsv	2	/w/truth_arms.csv	0.5	0.5	0.5	numbat::acen_hg38 + numbat::chrom_sizes_hg38	cnv_state_post if present/nonmissing, otherwise cnv_state	state_final==loh OR p_loh>posterior_threshold	state_final in {loh,del} OR (p_loh+p_del)>posterior_threshold	union qualifying bp / non-centromeric hg38 arm bp > call_threshold	masked==FALSE; autosomes; finite frac_loh; state_call not used	final Numbat iteration only
