n	n_groups	n_tumor	n_normal	prevalence	raw_AUROC	raw_AUPRC_AP	calibrated_AUROC	calibrated_AUPRC_AP	Brier_null	Brier_platt	Brier_isotonic	Brier_cal	Delta_Brier_cal_minus_null	logloss_null	logloss_platt	logloss_isotonic	logloss_cal	Delta_logloss_cal_minus_null	ECE_null	ECE_platt	ECE_isotonic	ECE_cal	indeterminate_fraction	normal_call_fraction	malignant_call_fraction	sensitivity_determinate	specificity_determinate	PPV	NPV
57823	3908	15102	42721	0.261176348511838	0.995429940352297	0.988243856094897	0.995179880113373	0.987271239651324	0.192971347818736	0.0215040710424642	0.0208649595257281	0.0215040710424642	-0.171467276776271	0.574304687639606	0.0819393250325075	0.0946887343676663	0.0819393250325075	-0.492365362607098	5.24644562416299e-06	0.00912138913176601	0.00383467219691987	0.00912138913176601	0	0.740397419711879	0.259602580288121	0.944841742815521	0.982631492708504	0.950569582306309	0.980542838456507
